2018-01-01,-1.3,-5.1,3.8
2018-01-02,-1.8,-4.3,1.8
2018-01-03,-4.7,-7.1,-0.4
2018-01-04,-4.7,-8.7,-0.7
2018-01-05,-3,-5.6,1.6
2018-01-06,-2.8,-6.8,2.9
2018-01-07,-0.8,-5.7,2.8
2018-01-08,1.3,-1.2,4
2018-01-09,-4.2,-6.1,-1.2
2018-01-10,-7.5,-10.3,-4.8
2018-01-11,-11.1,-13.6,-7.4
2018-01-12,-10.2,-15.3,-5.4
2018-01-13,-4.4,-6.6,-1.2
2018-01-14,0.6,-4.4,5.4
2018-01-15,4.7,1.8,7.7
2018-01-16,3.5,0.1,6.8
2018-01-17,4.5,2.4,8.7
2018-01-18,2.1,0.3,4.5
2018-01-19,1,-2.5,5.5
2018-01-20,2.2,-1,6.9
2018-01-21,0.4,-3.7,5.5
2018-01-22,0.2,-5.3,4
2018-01-23,-11.7,-14.6,-5.3
2018-01-24,-14.2,-16.3,-10.7
2018-01-25,-14,-16.4,-9.5
2018-01-26,-14.8,-17.8,-10.7
2018-01-27,-9.9,-15.9,-3.5
2018-01-28,-6.3,-9.3,-1.2
2018-01-29,-8.5,-11.6,-4.7
2018-01-30,-5.3,-11.4,-0.8
2018-01-31,-2.6,-5.2,0
2018-02-01,-4,-8.8,1.2
2018-02-02,-2.4,-7.6,3.8
2018-02-03,-7.3,-10.4,-2.1
2018-02-04,-9.5,-12.8,-5.2
2018-02-05,-9.4,-11.8,-5.1
2018-02-06,-10.1,-12.8,-5.8
2018-02-07,-8,-13.4,-1.6
2018-02-08,-4.4,-9.7,2
2018-02-09,0.4,-5.3,6.1
2018-02-10,-0.5,-6.9,3.2
2018-02-11,-6.1,-9.5,-2.2
2018-02-12,-5.8,-9.6,-1.8
2018-02-13,-0.8,-7.4,4.3
2018-02-14,3.5,-0.7,8.7
2018-02-15,-0.7,-3.7,4
2018-02-16,-1.1,-5.5,4.9
2018-02-17,-3,-7.1,1.4
2018-02-18,-0.4,-4.9,5.2
2018-02-19,1.8,-1.9,6.8
2018-02-20,0.9,-2.4,5.5
2018-02-21,-0.9,-4.5,4.4
2018-02-22,1.3,-3.9,5.4
2018-02-23,4.2,-0.3,8.6
2018-02-24,2.4,-1.1,7.2
2018-02-25,1.9,-1.6,7.9
2018-02-26,3.1,-3.2,10.4
2018-02-27,4.2,0.6,6.9
2018-02-28,4.6,1.8,7.8
2018-03-01,-0.2,-4.3,3
2018-03-02,-0.7,-6.7,5.4
2018-03-03,7.9,-0.1,16.2
2018-03-04,9.8,7.6,11.9
2018-03-05,5.5,1.3,11.4
2018-03-06,4.5,-1.1,10.9
2018-03-07,6.4,2.2,10.7
2018-03-08,4.6,2.7,9.7
2018-03-09,4.5,1.4,9.6
2018-03-10,4.6,0.7,9.7
2018-03-11,6.4,2.7,12.2
2018-03-12,8,2.2,15.5
2018-03-13,12.4,5.2,18.8
2018-03-14,17,13.6,22.1
2018-03-15,12.4,8.4,16.6
2018-03-16,7.1,3.6,12.2
2018-03-17,6.6,0.5,14
2018-03-18,8.2,5.4,12.5
2018-03-19,8,6.2,10.4
2018-03-20,4.7,1.6,9.1
2018-03-21,2.1,1.1,5.3
2018-03-22,4.9,0.6,11.6
2018-03-23,6.1,1.8,12.5
2018-03-24,7.6,4,13.1
2018-03-25,9.6,4.6,16.9
2018-03-26,11,5.3,18.1
2018-03-27,13.3,7.7,20
2018-03-28,14,9.4,19
2018-03-29,15.4,11.8,21.1
2018-03-30,14.8,9.8,21.9
2018-03-31,14,9.3,20.1
2018-04-01,15.6,11.7,18.5
2018-04-02,18.4,14.9,23.7
2018-04-03,17.8,14.9,21.2
2018-04-04,13.4,9.5,18.2
2018-04-05,7.6,6.7,9.5
2018-04-06,5.8,3,8.6
2018-04-07,4.2,1.4,8.6
2018-04-08,3.9,0.6,7.9
2018-04-09,7.9,0.1,15.4
2018-04-10,15.1,6.9,21.9
2018-04-11,12.6,8.7,17.3
2018-04-12,13.3,6.8,19.6
2018-04-13,14.6,8.3,19.3
2018-04-14,9,7.5,14.8
2018-04-15,9.5,5.6,14.2
2018-04-16,11.6,4.9,18.8
2018-04-17,12.9,6.8,20.1
2018-04-18,12.4,6.2,19.3
2018-04-19,14,7.4,20.5
2018-04-20,18.4,11,26.3
2018-04-21,18.7,12.3,25.6
2018-04-22,15.5,10.7,21
2018-04-23,9.3,8.4,10.7
2018-04-24,12.1,8.9,16.1
2018-04-25,14.6,5.7,23.3
2018-04-26,14.9,10,22.1
2018-04-27,15.7,9.7,23.3
2018-04-28,15.4,10.5,21.7
2018-04-29,16.2,9.4,22.9
2018-04-30,19.2,14.1,25
2018-05-01,20.4,17.8,23.3
2018-05-02,15.1,8.7,19.7
2018-05-03,11.2,6.9,14.7
2018-05-04,14.1,8.8,20
2018-05-05,18.3,11.6,24.6
2018-05-06,16.6,15,20.7
2018-05-07,19.2,14,25.5
2018-05-08,17.5,11.6,22.9
2018-05-09,15.7,9.2,21.8
2018-05-10,15.4,11.3,21.4
2018-05-11,16.1,11.9,21.3
2018-05-12,14.2,11.8,16.1
2018-05-13,15.8,12.7,20
2018-05-14,18.2,11.9,24.5
2018-05-15,23.2,15.4,29.3
2018-05-16,22.3,21.8,24.4
2018-05-17,20.9,18.8,23.5
2018-05-18,16.3,12.2,19.3
2018-05-19,17.6,10.3,24.7
2018-05-20,17,11.5,22.6
2018-05-21,17.8,11.3,23.7
2018-05-22,18.1,15.4,23.2
2018-05-23,17.3,13.6,23.3
2018-05-24,18.3,11.2,23.7
2018-05-25,19.7,13.8,26.2
2018-05-26,21.8,14,29.6
2018-05-27,20.3,17.3,24.7
2018-05-28,22.3,16.2,29.1
2018-05-29,21.4,19.1,25.9
2018-05-30,20.2,15.8,24.7
2018-05-31,20.9,14.2,27.6
2018-06-01,23.8,17.5,30.2
2018-06-02,23.4,17.6,30.1
2018-06-03,24,16.9,30.8
2018-06-04,22.6,18.9,27.5
2018-06-05,23.7,17.7,29.2
2018-06-06,23,18.4,27.9
2018-06-07,22.2,17.8,29.4
2018-06-08,21.9,18.5,27
2018-06-09,23.7,18.9,30.1
2018-06-10,21.3,18.3,24.9
2018-06-11,20.2,18,23.9
2018-06-12,21.3,16.6,27.1
2018-06-13,22,18.3,27
2018-06-14,21.6,18.8,25.1
2018-06-15,21.7,17.2,27
2018-06-16,22.5,16.3,28.7
2018-06-17,22.8,18.9,27.5
2018-06-18,24.8,19.9,30.8
2018-06-19,22.4,19.1,27.2
2018-06-20,22.7,19.1,28.4
2018-06-21,23.7,19.4,28.7
2018-06-22,25,18.2,32
2018-06-23,24.5,20.9,28.9
2018-06-24,25.2,20.1,32.1
2018-06-25,27.1,21.3,32.9
2018-06-26,22.3,20.2,26.9
2018-06-27,22.3,19.1,25.5
2018-06-28,23.3,20.6,27.3
2018-06-29,24.7,21.9,29.1
2018-06-30,24.4,21.6,27.9
2018-07-01,21.9,21,22.8
2018-07-02,22.6,20.6,25.3
2018-07-03,27.4,22.5,32.6
2018-07-04,27.3,24,31.8
2018-07-05,25.3,23.4,29
2018-07-06,23.9,21.5,27.1
2018-07-07,23.7,19.5,29.2
2018-07-08,23.3,17.7,28.1
2018-07-09,20.8,20.1,24.2
2018-07-10,23.7,20.4,26.5
2018-07-11,26.8,24.4,29.5
2018-07-12,26.6,25.1,28.2
2018-07-13,27.3,24.7,30.9
2018-07-14,27.9,24.6,31.9
2018-07-15,28.3,24.5,33.2
2018-07-16,28.7,24,34
2018-07-17,28.1,23.9,32.1
2018-07-18,28.2,23.7,33.2
2018-07-19,28.7,23.2,34.1
2018-07-20,29.5,24.6,34.7
2018-07-21,30.6,24.9,36.9
2018-07-22,31.8,25.3,38
2018-07-23,31.7,29.2,35.7
2018-07-24,31.4,27.2,36.8
2018-07-25,30.1,27.7,34.1
2018-07-26,30.1,27.3,33.7
2018-07-27,30.9,27.2,35.4
